EpochTime,PolarStrap.BeatSpacing
1350289397.603,0.865
1350289398.463,0.86
1350289399.298,0.835
1350289400.122,0.824
1350289400.991,0.869
1350289401.874,0.883
1350289402.763,0.889
1350289403.607,0.845
1350289404.441,0.833
1350289405.309,0.868
1350289406.182,0.873
1350289407.032,0.851
1350289407.851,0.818
1350289408.694,0.844
1350289409.546,0.852
1350289410.395,0.849
1350289411.238,0.844
1350289412.066,0.827
1350289412.895,0.829
1350289413.736,0.842
1350289414.591,0.854
1350289415.444,0.854
1350289416.274,0.83
1350289417.106,0.831
1350289417.939,0.833
1350289418.788,0.85
1350289419.612,0.824
1350289420.427,0.814
1350289421.292,0.865
1350289422.173,0.881
1350289423.067,0.895
1350289423.937,0.869
1350289424.789,0.853
1350289425.683,0.894
1350289426.581,0.898
1350289427.488,0.907
1350289428.349,0.86
1350289429.203,0.854
1350289430.068,0.865
1350289430.95,0.882
1350289431.809,0.858
1350289432.643,0.834
1350289433.497,0.854
1350289434.366,0.869
1350289435.261,0.895
1350289436.156,0.896
1350289437.021,0.864
1350289437.881,0.86
1350289438.765,0.884
1350289439.653,0.889
1350289440.543,0.89
1350289441.4,0.857
1350289442.268,0.867
1350289443.148,0.88
1350289444.038,0.891
1350289444.909,0.871
1350289445.731,0.821
1350289446.536,0.806
1350289447.359,0.823
1350289448.192,0.833
1350289449.011,0.818
1350289449.821,0.811
1350289450.636,0.814
1350289451.486,0.851
1350289452.354,0.867
1350289453.232,0.879
1350289454.09,0.857
1350289454.929,0.839
1350289455.795,0.866
1350289456.667,0.872
1350289457.517,0.85
1350289458.339,0.822
1350289459.148,0.809
1350289459.989,0.842
1350289460.868,0.879
1350289461.73,0.861
1350289462.566,0.836
1350289463.424,0.858
1350289464.31,0.886
1350289465.212,0.902
1350289466.087,0.875
1350289466.931,0.844
1350289467.798,0.867
1350289468.67,0.872
1350289469.535,0.865
1350289470.376,0.841
1350289471.186,0.81
1350289472,0.814
1350289472.837,0.837
1350289473.667,0.83
1350289474.495,0.828
1350289475.305,0.81
1350289476.13,0.825
1350289476.961,0.831
1350289477.814,0.853
1350289478.639,0.825
1350289479.445,0.807
1350289480.26,0.814
1350289481.085,0.825
1350289481.918,0.833
1350289482.739,0.821
1350289483.539,0.8
1350289484.35,0.811
1350289485.175,0.825
1350289486.009,0.834
1350289486.839,0.83
1350289487.68,0.841
1350289488.494,0.814
1350289489.33,0.836
1350289490.188,0.857
1350289491.053,0.865
1350289491.891,0.838
1350289492.706,0.815
1350289493.551,0.845
1350289494.403,0.853
1350289495.263,0.859
1350289496.091,0.828
1350289496.906,0.815
1350289497.761,0.854
1350289498.626,0.865
1350289499.509,0.883
1350289500.359,0.851
1350289501.19,0.83
1350289502.04,0.851
1350289502.909,0.869
1350289503.79,0.881
1350289504.653,0.863
1350289505.509,0.855
1350289506.395,0.886
1350289507.28,0.886
1350289508.16,0.88
1350289509.006,0.846
1350289509.832,0.826
1350289510.691,0.858
1350289511.557,0.866
1350289512.414,0.857
1350289513.255,0.841
1350289514.105,0.85
1350289514.976,0.871
1350289515.853,0.877
1350289516.714,0.861
1350289517.54,0.826
1350289518.377,0.837
1350289519.223,0.846
1350289520.078,0.855
1350289520.916,0.838
1350289521.732,0.816
1350289522.56,0.827
1350289523.401,0.842
1350289524.24,0.839
1350289525.054,0.813
1350289525.851,0.797
1350289526.677,0.826
1350289527.525,0.849
1350289528.383,0.857
1350289529.226,0.843
1350289530.053,0.827
1350289530.889,0.836
1350289531.718,0.829
1350289532.536,0.818
1350289533.334,0.798
1350289534.147,0.812
1350289534.975,0.828
1350289535.803,0.828
1350289536.625,0.822
1350289537.441,0.816
1350289538.288,0.847
1350289539.142,0.854
1350289540.017,0.875
1350289540.864,0.848
1350289541.689,0.824
1350289542.53,0.842
1350289543.387,0.856
1350289544.219,0.832
1350289545.034,0.815
1350289545.886,0.852
1350289546.753,0.867
1350289547.638,0.885
1350289548.479,0.841
1350289549.291,0.812
1350289550.137,0.846
1350289551.007,0.87
1350289551.869,0.862
1350289552.672,0.803
1350289553.447,0.775
1350289554.197,0.75
1350289554.954,0.757
1350289555.691,0.737
1350289556.432,0.74
1350289557.19,0.758
1350289557.936,0.746
1350289558.671,0.735
1350289559.405,0.734
1350289560.133,0.728
1350289560.859,0.727
1350289561.589,0.729
1350289562.317,0.729
1350289563.047,0.729
1350289563.766,0.719
1350289564.483,0.718
1350289565.195,0.712
1350289565.93,0.734
1350289566.675,0.745
1350289567.441,0.767
1350289568.239,0.798
1350289569.056,0.816
1350289569.891,0.835
1350289570.753,0.862
1350289571.645,0.892
1350289572.52,0.875
1350289573.37,0.851
1350289574.237,0.867
1350289575.13,0.893
1350289576.033,0.903
1350289576.942,0.909
1350289577.841,0.898
1350289578.714,0.873
1350289579.575,0.861
1350289580.452,0.877
1350289581.357,0.905
1350289582.263,0.905
1350289583.137,0.874
1350289583.991,0.854
1350289584.854,0.862
1350289585.74,0.887
1350289586.637,0.896
1350289587.529,0.893
1350289588.414,0.885
1350289589.237,0.823
1350289590.106,0.868
1350289590.983,0.878
1350289591.862,0.879
1350289592.707,0.845
1350289593.528,0.821
1350289594.403,0.875
1350289595.317,0.914
1350289596.218,0.9
1350289597.081,0.863
1350289597.901,0.82
1350289598.74,0.839
1350289599.608,0.868
1350289600.477,0.868
1350289601.319,0.843
1350289602.126,0.807
1350289602.995,0.869
1350289603.895,0.899
1350289604.804,0.909
1350289605.702,0.898
1350289606.577,0.875
1350289607.435,0.857
1350289608.351,0.916
1350289609.295,0.944
1350289610.217,0.922
1350289611.096,0.879
1350289611.943,0.848
1350289612.842,0.898
1350289613.744,0.902
1350289614.649,0.905
1350289615.535,0.886
1350289616.378,0.843
1350289617.257,0.879
1350289618.163,0.906
1350289619.084,0.921
1350289619.968,0.884
1350289620.816,0.849
1350289621.669,0.853
1350289622.552,0.883
1350289623.441,0.89
1350289624.334,0.893
1350289625.199,0.865
1350289626.047,0.848
1350289626.935,0.888
1350289627.867,0.933
1350289628.791,0.924
1350289629.689,0.897
1350289630.558,0.869
1350289631.447,0.89
1350289632.369,0.922
1350289633.276,0.907
1350289634.162,0.886
1350289635.015,0.853
1350289635.845,0.83
1350289636.709,0.864
1350289637.606,0.896
1350289638.522,0.916
1350289639.437,0.915
1350289640.318,0.882
1350289641.219,0.9
1350289642.163,0.944
1350289643.123,0.96
1350289644.084,0.961
1350289644.984,0.9
1350289645.894,0.909
1350289646.836,0.942
1350289647.769,0.933
1350289648.674,0.905
1350289649.54,0.866
1350289650.386,0.846
1350289651.273,0.887
1350289652.185,0.912
1350289653.109,0.925
1350289654,0.891
1350289654.851,0.851
1350289655.742,0.892
1350289656.65,0.908
1350289657.571,0.921
1350289658.485,0.914
1350289659.361,0.876
1350289660.292,0.931
1350289661.252,0.96
1350289662.209,0.957
1350289663.133,0.924
1350289664.007,0.874
1350289664.949,0.942
1350289665.899,0.949
1350289666.83,0.932
1350289667.68,0.85
1350289668.506,0.826
1350289669.345,0.839
1350289670.195,0.851
1350289671.046,0.851
1350289671.889,0.843
1350289672.701,0.812
1350289673.554,0.853
1350289674.43,0.876
1350289675.321,0.892
1350289676.218,0.896
1350289677.061,0.843
1350289677.898,0.837
1350289678.796,0.898
1350289679.706,0.91
1350289680.609,0.903
1350289681.5,0.891
1350289682.348,0.848
1350289683.25,0.902
1350289684.175,0.925
1350289685.105,0.93
1350289685.974,0.869
1350289686.815,0.841
1350289687.687,0.872
1350289688.587,0.9
1350289689.481,0.894
1350289690.353,0.872
1350289691.153,0.801
1350289691.951,0.798
1350289692.749,0.798
1350289693.578,0.829
1350289694.397,0.818
1350289695.194,0.798
1350289696.094,0.899
1350289697.032,0.938
1350289698.001,0.969
1350289698.921,0.92
1350289699.9,0.979
1350289700.922,1.021
1350289701.923,1.001
1350289702.894,0.971
1350289703.85,0.956
1350289704.866,1.017
1350289705.873,1.007
1350289706.875,1.002
1350289707.813,0.938
1350289708.758,0.945
1350289709.725,0.967
1350289710.677,0.952
1350289711.588,0.911
1350289712.467,0.879
1350289713.392,0.925
1350289714.343,0.951
1350289715.29,0.947
1350289716.214,0.924
1350289717.098,0.884
1350289718.026,0.929
1350289718.977,0.95
1350289719.917,0.94
1350289720.828,0.911
1350289721.689,0.86
1350289722.571,0.883
1350289723.473,0.901
1350289724.398,0.925
1350289725.298,0.9
1350289726.161,0.863
1350289727.071,0.91
1350289728.008,0.937
1350289728.954,0.946
1350289729.845,0.891
1350289730.692,0.848
1350289731.556,0.863
1350289732.455,0.899
1350289733.367,0.912
1350289734.248,0.881
1350289735.102,0.854
1350289735.997,0.896
1350289736.914,0.917
1350289737.834,0.92
1350289738.719,0.885
1350289739.561,0.842
1350289740.453,0.893
1350289741.361,0.908
1350289742.233,0.872
1350289743.087,0.854
1350289743.942,0.855
1350289744.823,0.881
1350289745.716,0.893
1350289746.572,0.856
1350289747.393,0.82
1350289748.266,0.873
1350289749.165,0.899
1350289750.056,0.891
1350289750.912,0.856
1350289751.732,0.82
1350289752.607,0.875
1350289753.536,0.929
1350289754.448,0.912
1350289755.365,0.917
1350289756.239,0.874
1350289757.114,0.875
1350289758.048,0.934
1350289759.009,0.961
1350289759.947,0.938
1350289760.873,0.926
1350289761.797,0.924
1350289762.759,0.962
1350289763.71,0.951
1350289764.596,0.886
1350289765.455,0.859
1350289766.344,0.889
1350289767.253,0.909
1350289768.129,0.876
1350289768.981,0.852
1350289769.884,0.903
1350289770.803,0.919
1350289771.706,0.903
1350289772.588,0.882
1350289773.444,0.856
1350289774.29,0.846
1350289775.211,0.921
1350289776.179,0.968
1350289777.121,0.942
1350289778.027,0.906
1350289778.89,0.862
1350289779.812,0.922
1350289780.752,0.94
1350289781.671,0.919
1350289782.539,0.868
1350289783.386,0.847
1350289784.296,0.91
1350289785.248,0.952
1350289786.185,0.937
1350289787.059,0.874
1350289787.904,0.846
1350289788.806,0.901
1350289789.744,0.938
1350289790.656,0.912
1350289791.524,0.867
1350289792.37,0.847
1350289793.289,0.919
1350289794.232,0.943
1350289795.147,0.914
1350289796.012,0.865
1350289796.893,0.881
1350289797.832,0.939
1350289798.767,0.935
1350289799.673,0.906
1350289800.494,0.821
1350289801.299,0.805
1350289802.143,0.844
1350289803.026,0.884
1350289803.89,0.863
1350289804.735,0.846
1350289805.631,0.896
1350289806.589,0.958
1350289807.552,0.963
1350289808.46,0.908
1350289809.308,0.848
1350289810.207,0.899
1350289811.175,0.968
1350289812.162,0.987
1350289813.087,0.925
1350289813.95,0.863
1350289814.857,0.906
1350289815.807,0.95
1350289816.759,0.952
1350289817.646,0.887
1350289818.493,0.848
1350289819.341,0.848
1350289820.229,0.888
1350289821.134,0.905
1350289822.038,0.904
1350289822.889,0.851
1350289823.712,0.823
1350289824.588,0.876
1350289825.487,0.899
1350289826.4,0.913
1350289827.267,0.866
1350289828.094,0.827
1350289828.906,0.812
1350289829.768,0.861
1350289830.652,0.885
1350289831.539,0.887
1350289832.385,0.846
1350289833.213,0.828
1350289834.124,0.911
1350289835.069,0.945
1350289836.001,0.932
1350289836.862,0.861
1350289837.691,0.828
1350289838.588,0.897
1350289839.495,0.907
1350289840.391,0.896
1350289841.243,0.853
1350289842.049,0.806
1350289842.916,0.867
1350289843.808,0.892
1350289844.697,0.89
1350289845.536,0.839
1350289846.339,0.803
1350289847.187,0.848
1350289848.063,0.876
1350289848.956,0.894
1350289849.816,0.86
1350289850.635,0.818
1350289851.46,0.825
1350289852.336,0.876
1350289853.213,0.877
1350289854.097,0.884
1350289854.938,0.841
1350289855.751,0.813
1350289856.636,0.885
1350289857.538,0.902
1350289858.432,0.894
1350289859.274,0.842
1350289860.076,0.803
1350289860.923,0.847
1350289861.819,0.896
1350289862.749,0.93
1350289863.625,0.876
1350289864.43,0.805
1350289865.269,0.839
1350289866.143,0.874
1350289867.063,0.92
1350289867.985,0.923
1350289868.86,0.875
1350289869.696,0.836
1350289870.596,0.899
1350289871.54,0.944
1350289872.469,0.929
1350289873.35,0.881
1350289874.181,0.831
1350289875.04,0.859
1350289875.941,0.901
1350289876.849,0.907
1350289877.741,0.893
1350289878.587,0.846
1350289879.413,0.826
1350289880.302,0.889
1350289881.215,0.913
1350289882.121,0.906
1350289882.984,0.863
1350289883.823,0.839
1350289884.725,0.901
1350289885.624,0.899
1350289886.513,0.889
1350289887.37,0.857
1350289888.181,0.811
1350289889.021,0.84
1350289889.876,0.855
1350289890.756,0.88
1350289891.646,0.89
1350289892.514,0.868
1350289893.37,0.856
1350289894.332,0.962
1350289895.345,1.013
1350289896.343,0.998
1350289897.29,0.947
1350289898.217,0.927
1350289899.227,1.01
1350289900.254,1.027
1350289901.249,0.995
1350289902.182,0.933
1350289903.073,0.892
1350289904.018,0.944
1350289904.976,0.958
1350289905.93,0.954
1350289906.845,0.915
1350289907.722,0.877
1350289908.644,0.922
1350289909.591,0.947
1350289910.539,0.948
1350289911.447,0.908
1350289912.328,0.881
1350289913.255,0.927
1350289914.204,0.949
1350289915.154,0.95
1350289916.058,0.903
1350289916.932,0.874
1350289917.843,0.911
1350289918.781,0.938
1350289919.711,0.93
1350289920.597,0.886
1350289921.449,0.853
1350289922.333,0.884
1350289923.24,0.907
1350289924.161,0.921
1350289925.034,0.873
1350289925.88,0.846
1350289926.755,0.875
1350289927.64,0.885
1350289928.516,0.876
1350289929.369,0.854
1350289930.197,0.828
1350289931.071,0.874
1350289931.991,0.92
1350289932.916,0.925
1350289933.818,0.902
1350289934.678,0.859
1350289935.557,0.879
1350289936.478,0.921
1350289937.413,0.936
1350289938.308,0.895
1350289939.155,0.848
1350289940.033,0.878
1350289940.941,0.907
1350289941.859,0.919
1350289942.733,0.874
1350289943.581,0.848
1350289944.448,0.867
1350289945.346,0.897
1350289946.248,0.902
1350289947.115,0.867
1350289947.953,0.838
1350289948.831,0.878
1350289949.732,0.901
1350289950.639,0.906
1350289951.507,0.868
1350289952.352,0.845
1350289953.203,0.852
1350289954.088,0.885
1350289954.985,0.897
1350289955.857,0.871
1350289956.696,0.84
1350289957.513,0.816
1350289958.389,0.876
1350289959.308,0.919
1350289960.225,0.917
1350289961.099,0.874
1350289961.937,0.838
1350289962.834,0.897
1350289963.755,0.921
1350289964.641,0.886
1350289965.48,0.839
1350289966.351,0.871
1350289967.254,0.903
1350289968.192,0.938
1350289969.054,0.861
1350289969.884,0.83
1350289970.743,0.859
1350289971.631,0.888
1350289972.545,0.914
1350289973.44,0.895
1350289974.277,0.838
1350289975.12,0.843
1350289975.999,0.879
1350289976.893,0.894
1350289977.762,0.869
1350289978.606,0.844
1350289979.494,0.889
1350289980.423,0.929
1350289981.351,0.928
1350289982.221,0.87
1350289983.053,0.832
1350289983.934,0.881
1350289984.857,0.923
1350289985.77,0.913
1350289986.643,0.873
1350289987.48,0.837
1350289988.377,0.897
1350289989.304,0.927
1350289990.232,0.928
1350289991.112,0.881
1350289991.964,0.852
1350289992.855,0.891
1350289993.768,0.913
1350289994.67,0.902
1350289995.532,0.862
1350289996.357,0.824
1350289997.216,0.859
1350289998.103,0.887
1350289999.015,0.912
1350289999.905,0.891
1350290000.743,0.838
1350290001.603,0.859
1350290002.494,0.892
1350290003.398,0.903
1350290004.251,0.854
1350290005.071,0.82
1350290005.895,0.823
1350290006.766,0.871
1350290007.649,0.884
1350290008.525,0.876
1350290009.369,0.844
1350290010.182,0.812
1350290011.054,0.872
1350290011.979,0.925
1350290012.901,0.923
1350290013.756,0.854
1350290014.588,0.832
1350290015.47,0.882
1350290016.386,0.916
1350290017.294,0.908
1350290018.151,0.857
1350290018.989,0.838
1350290019.895,0.905
1350290020.831,0.937
1350290021.725,0.894
1350290022.592,0.867
1350290023.481,0.889
1350290024.415,0.935
1350290025.362,0.947
1350290026.276,0.914
1350290027.143,0.866
1350290027.983,0.841
1350290028.894,0.91
1350290029.833,0.939
1350290030.761,0.928
1350290031.642,0.881
1350290032.495,0.854
1350290033.402,0.907
1350290034.39,0.987
1350290035.332,0.942
1350290036.224,0.892
1350290037.082,0.858
1350290038,0.918
1350290038.945,0.945
1350290039.858,0.913
1350290040.732,0.873
1350290041.566,0.834
1350290042.453,0.888
1350290043.366,0.913
1350290044.282,0.916
1350290045.161,0.879
1350290046.005,0.844
1350290046.889,0.884
1350290047.819,0.931
1350290048.761,0.941
1350290049.648,0.887
1350290050.513,0.865
1350290051.388,0.875
1350290052.302,0.914
1350290053.228,0.926
1350290054.093,0.865
1350290054.937,0.844
1350290055.784,0.848
1350290056.683,0.898
1350290057.601,0.918
1350290058.503,0.902
1350290059.376,0.873
1350290060.218,0.842
1350290061.108,0.891
1350290062.001,0.893
1350290062.899,0.897
1350290063.754,0.855
1350290064.574,0.82
1350290065.41,0.836
1350290066.271,0.86
1350290067.133,0.862
1350290067.977,0.844
1350290068.78,0.804
1350290069.604,0.823
1350290070.469,0.865
1350290071.349,0.88
1350290072.225,0.876
1350290073.073,0.849
1350290073.895,0.821
1350290074.777,0.883
1350290075.711,0.934
1350290076.627,0.916
1350290077.485,0.858
1350290078.323,0.838
1350290079.219,0.896
1350290080.134,0.915
1350290081.05,0.916
1350290081.908,0.858
1350290082.726,0.817
1350290083.578,0.853
1350290084.479,0.9
1350290085.383,0.904
1350290086.231,0.848
1350290087.053,0.822
1350290087.917,0.864
1350290088.853,0.936
1350290089.766,0.913
1350290090.633,0.867
1350290091.467,0.834
1350290092.322,0.855
1350290093.22,0.897
1350290094.136,0.916
1350290095.033,0.897
1350290095.905,0.872
1350290096.772,0.866
1350290097.691,0.919
1350290098.648,0.957
1350290099.573,0.926
1350290100.456,0.883
1350290101.294,0.838
1350290102.197,0.903
1350290103.111,0.914
1350290104.025,0.914
1350290104.884,0.858
1350290105.705,0.821
1350290106.564,0.858
1350290107.44,0.876
1350290108.325,0.886
1350290109.169,0.844
1350290109.994,0.825
1350290110.828,0.834
1350290111.689,0.86
1350290112.542,0.854
1350290113.366,0.824
1350290114.177,0.811
1350290115.055,0.878
1350290115.98,0.925
1350290116.887,0.907
1350290117.746,0.859
1350290118.564,0.817
1350290119.406,0.843
1350290120.274,0.868
1350290121.159,0.885
1350290121.996,0.837
1350290122.791,0.795
1350290123.624,0.833
1350290124.509,0.885
1350290125.409,0.9
1350290126.247,0.838
1350290127.063,0.815
1350290127.901,0.839
1350290128.779,0.878
1350290129.651,0.872
1350290130.489,0.838
1350290131.303,0.813
1350290132.123,0.82
1350290132.983,0.86
1350290133.899,0.916
1350290134.816,0.917
1350290135.668,0.852
1350290136.495,0.827
1350290137.383,0.888
1350290138.296,0.913
1350290139.214,0.918
1350290140.074,0.86
1350290140.903,0.829
1350290141.773,0.869
1350290142.648,0.875
1350290143.529,0.882
1350290144.361,0.832
1350290145.177,0.815
1350290146.008,0.831
1350290146.875,0.867
1350290147.746,0.871
1350290148.586,0.84
1350290149.388,0.802
1350290150.179,0.791
1350290151.014,0.835
1350290151.86,0.847
1350290152.709,0.849
1350290153.524,0.814
1350290154.326,0.803
1350290155.195,0.869
1350290156.084,0.889
1350290156.985,0.901
1350290157.838,0.853
1350290158.664,0.826
1350290159.579,0.915
1350290160.507,0.928
1350290161.465,0.958
1350290162.318,0.854
1350290163.138,0.819
1350290163.973,0.835
1350290164.87,0.897
1350290165.78,0.91
1350290166.658,0.878
1350290167.507,0.849
1350290168.385,0.878
1350290169.316,0.931
1350290170.242,0.927
1350290171.126,0.884
1350290171.984,0.858
1350290172.962,0.978
1350290173.927,0.965
1350290174.842,0.915
1350290175.698,0.856
1350290176.526,0.828
1350290177.408,0.882
1350290178.332,0.924
1350290179.24,0.908
1350290180.103,0.862
1350290180.935,0.832
1350290181.827,0.893
1350290182.764,0.937
1350290183.703,0.939
1350290184.593,0.89
1350290185.443,0.851
1350290186.342,0.898
1350290187.284,0.942
1350290188.229,0.944
1350290189.118,0.89
1350290189.962,0.844
1350290190.847,0.885
1350290191.754,0.907
1350290192.668,0.914
1350290193.54,0.872
1350290194.377,0.837
1350290195.217,0.84
1350290196.099,0.882
1350290196.991,0.893
1350290197.843,0.852
1350290198.665,0.822
1350290199.534,0.869
1350290200.432,0.897
1350290201.331,0.899
1350290202.187,0.855
1350290203.025,0.839
1350290203.874,0.849
1350290204.735,0.861
1350290205.589,0.854
1350290206.402,0.813
1350290207.195,0.793
1350290207.982,0.786
1350290208.81,0.828
1350290209.653,0.844
1350290210.482,0.828
1350290211.3,0.818
1350290212.124,0.824
1350290213.002,0.878
1350290213.89,0.888
1350290214.733,0.844
1350290215.559,0.825
1350290216.384,0.825
1350290217.256,0.872
1350290218.135,0.879
1350290219.001,0.866
1350290219.836,0.835
1350290220.656,0.82
1350290221.542,0.886
1350290222.473,0.931
1350290223.409,0.937
1350290224.279,0.87
1350290225.123,0.844
1350290226,0.877
1350290226.924,0.924
1350290227.872,0.948
1350290228.802,0.93
1350290229.683,0.881
1350290230.612,0.93
1350290231.599,0.986
1350290232.576,0.978
1350290233.487,0.911
1350290234.357,0.869
1350290235.266,0.909
1350290236.199,0.934
1350290237.132,0.933
1350290238.008,0.876
1350290238.841,0.833
1350290239.706,0.865
1350290240.619,0.913
1350290241.51,0.891
1350290242.356,0.846
1350290243.183,0.827
1350290244.065,0.882
1350290244.954,0.89
1350290245.855,0.9
1350290246.713,0.858
1350290247.543,0.83
1350290248.441,0.897
1350290249.366,0.926
1350290250.286,0.92
1350290251.143,0.856
1350290251.966,0.823
1350290252.857,0.891
1350290253.746,0.89
1350290254.618,0.872
1350290255.441,0.822
1350290256.252,0.812
1350290257.091,0.839
1350290257.96,0.869
1350290258.868,0.908
1350290259.73,0.861
1350290260.543,0.813
1350290261.376,0.833
1350290262.294,0.918
1350290263.211,0.917
1350290264.129,0.918
1350290265.011,0.882
1350290265.86,0.85
1350290266.711,0.851
1350290267.63,0.919
1350290268.573,0.943
1350290269.521,0.947
1350290270.404,0.884
1350290271.261,0.856
1350290272.169,0.908
1350290273.135,0.966
1350290274.083,0.948
1350290274.976,0.893
1350290275.823,0.848
1350290276.735,0.912
1350290277.665,0.93
1350290278.574,0.909
1350290279.437,0.862
1350290280.269,0.832
1350290281.141,0.872
1350290282.051,0.91
1350290282.981,0.93
1350290283.855,0.874
1350290284.687,0.832
1350290285.538,0.852
1350290286.419,0.881
1350290287.317,0.898
1350290288.175,0.857
1350290289.009,0.834
1350290289.831,0.822
1350290290.709,0.878
1350290291.604,0.895
1350290292.498,0.895
1350290293.347,0.849
1350290294.163,0.816
1350290295.002,0.839
1350290295.885,0.883
1350290296.753,0.868
1350290297.593,0.84
1350290298.406,0.813
1350290299.226,0.819
1350290300.104,0.878
1350290301.007,0.903
1350290301.882,0.875
1350290302.691,0.809
1350290303.491,0.801
1350290304.342,0.851
1350290305.218,0.876
1350290306.078,0.86
1350290306.891,0.812
1350290307.69,0.799
1350290308.536,0.847
1350290309.407,0.871
1350290310.279,0.872
1350290311.113,0.834
1350290311.929,0.815
1350290312.729,0.8
1350290313.586,0.857
1350290314.476,0.89
1350290315.332,0.856
1350290316.162,0.83
1350290316.985,0.823
1350290317.888,0.902
1350290318.822,0.935
1350290319.742,0.92
1350290320.576,0.834
1350290321.383,0.807
1350290322.231,0.848
1350290323.096,0.865
1350290323.97,0.874
1350290324.82,0.851
1350290325.657,0.837
1350290326.565,0.907
1350290327.515,0.95
1350290328.468,0.953
1350290329.366,0.898
1350290330.218,0.852
1350290331.125,0.907
1350290332.069,0.944
1350290333,0.931
1350290333.883,0.883
1350290334.716,0.833
1350290335.586,0.87
1350290336.486,0.9
1350290337.393,0.906
1350290338.254,0.861
1350290339.077,0.823
1350290339.915,0.838
1350290340.806,0.891
1350290341.715,0.909
1350290342.585,0.87
1350290343.432,0.847
1350290344.332,0.9
1350290345.278,0.946
1350290346.182,0.903
1350290347.021,0.839
1350290347.831,0.811
1350290348.65,0.819
1350290349.488,0.838
1350290350.333,0.845
1350290351.166,0.833
1350290351.985,0.819
1350290352.79,0.805
1350290353.643,0.853
1350290354.509,0.866
1350290355.346,0.837
1350290356.15,0.805
1350290356.96,0.81
1350290357.805,0.845
1350290358.675,0.87
1350290359.528,0.854
1350290360.354,0.825
1350290361.158,0.805
1350290362.025,0.867
1350290362.901,0.876
1350290363.791,0.89
1350290364.635,0.844
1350290365.446,0.812
1350290366.317,0.871
1350290367.231,0.913
1350290368.147,0.916
1350290369.019,0.872
1350290369.862,0.844
1350290370.747,0.885
1350290371.671,0.924
1350290372.579,0.908
1350290373.435,0.855
1350290374.274,0.84
1350290375.162,0.888
1350290376.085,0.923
1350290376.991,0.906
1350290377.835,0.844
1350290378.647,0.812
1350290379.498,0.852
1350290380.357,0.859
1350290381.223,0.865
1350290382.043,0.82
1350290382.844,0.801
1350290383.682,0.838
1350290384.555,0.873
1350290385.445,0.891
1350290386.3,0.854
1350290387.123,0.823
1350290387.978,0.854
1350290388.871,0.894
1350290389.774,0.903
1350290390.664,0.89
1350290391.505,0.841
1350290392.316,0.811
1350290393.181,0.865
1350290394.102,0.921
1350290394.986,0.885
1350290395.818,0.832
1350290396.632,0.813
1350290397.491,0.859
1350290398.385,0.894
1350290399.313,0.928
1350290400.18,0.867
1350290401.015,0.835
1350290401.888,0.873
1350290402.811,0.923
1350290403.71,0.899
1350290404.554,0.844
1350290405.359,0.806
1350290406.195,0.836
1350290407.05,0.854
1350290407.899,0.85
1350290408.719,0.819
1350290409.519,0.8
1350290410.356,0.837
1350290411.203,0.848
1350290412.086,0.883
1350290412.931,0.845
1350290413.758,0.827
1350290414.59,0.832
1350290415.461,0.871
1350290416.34,0.879
1350290417.188,0.848
1350290418.011,0.823
1350290418.824,0.813
1350290419.691,0.867
1350290420.582,0.891
1350290421.484,0.902
1350290422.356,0.871
1350290423.181,0.825
1350290424.041,0.86
1350290424.946,0.905
1350290425.856,0.909
1350290426.703,0.848
1350290427.524,0.821
1350290428.391,0.866
1350290429.303,0.912
1350290430.188,0.885
1350290431.038,0.851
1350290431.867,0.829
1350290432.774,0.906
1350290433.707,0.934
1350290434.626,0.919
1350290435.482,0.856
1350290436.298,0.815
1350290437.174,0.876
1350290438.075,0.901
1350290438.993,0.918
1350290439.846,0.853
1350290440.659,0.813
1350290441.518,0.858
1350290442.437,0.919
1350290443.365,0.929
1350290444.26,0.895
1350290445.105,0.845
1350290445.926,0.821
1350290446.816,0.89
1350290447.754,0.938
1350290448.697,0.943
1350290449.568,0.871
1350290450.416,0.848
1350290451.322,0.906
1350290452.278,0.956
1350290453.214,0.936
1350290454.093,0.879
1350290454.917,0.824
1350290455.785,0.868
1350290456.668,0.883
1350290457.571,0.903
1350290458.424,0.853
1350290459.232,0.809
1350290460.112,0.88
1350290460.993,0.881
1350290461.862,0.869
1350290462.676,0.813
1350290463.471,0.795
1350290464.307,0.836
1350290465.159,0.853
1350290466.031,0.872
1350290466.881,0.85
1350290467.714,0.833
1350290468.577,0.863
1350290469.523,0.945
1350290470.482,0.959
1350290471.393,0.911
1350290472.255,0.862
1350290473.096,0.841
1350290474.003,0.907
1350290474.924,0.921
1350290475.824,0.9
1350290476.653,0.829
1350290477.463,0.81
1350290478.312,0.849
1350290479.194,0.883
1350290480.069,0.875
1350290480.922,0.853
1350290481.747,0.825
1350290482.606,0.858
1350290483.515,0.909
1350290484.436,0.921
1350290485.31,0.874
1350290486.131,0.821
1350290486.988,0.857
1350290487.872,0.884
1350290488.775,0.903
1350290489.618,0.843
1350290490.439,0.82
1350290491.303,0.864
1350290492.195,0.893
1350290493.106,0.91
1350290493.963,0.857
1350290494.791,0.828
1350290495.668,0.877
1350290496.564,0.896
1350290497.458,0.895
1350290498.312,0.854
1350290499.127,0.815
1350290499.932,0.805
1350290500.791,0.859
1350290501.664,0.873
1350290502.533,0.869
1350290503.365,0.832
1350290504.171,0.806
1350290505.031,0.86
1350290505.91,0.879
